Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
TM35_000511260	TM35_000511260-t36_1	T. theileri isolate Edinburgh	NBCO01000051:56,835..57,764(+)	hypothetical protein	protein coding	Tth.51.1260	
TM35_000511280	TM35_000511280-t36_1	T. theileri isolate Edinburgh	NBCO01000051:59,843..60,970(+)	hypothetical protein	protein coding	Tth.51.1280	
TM35_000511310	TM35_000511310-t36_1	T. theileri isolate Edinburgh	NBCO01000051:65,774..66,514(+)	hypothetical protein	protein coding	Tth.51.1310	
TM35_000511330	TM35_000511330-t36_1	T. theileri isolate Edinburgh	NBCO01000051:71,168..72,121(+)	hypothetical protein	protein coding	Tth.51.1330	
TM35_000511350	TM35_000511350-t36_1	T. theileri isolate Edinburgh	NBCO01000051:80,098..81,102(+)	hypothetical protein	protein coding	Tth.51.1350	
TM35_000511370	TM35_000511370-t36_1	T. theileri isolate Edinburgh	NBCO01000051:87,786..88,673(+)	hypothetical protein	protein coding	Tth.51.1370	
TM35_000511400	TM35_000511400-t36_1	T. theileri isolate Edinburgh	NBCO01000051:93,340..94,317(+)	hypothetical protein	protein coding	Tth.51.1400	
TM35_000511410	TM35_000511410-t36_1	T. theileri isolate Edinburgh	NBCO01000051:95,129..96,007(+)	hypothetical protein	protein coding	Tth.51.1410	
TM35_000511420	TM35_000511420-t36_1	T. theileri isolate Edinburgh	NBCO01000051:96,919..97,998(+)	hypothetical protein	protein coding	Tth.51.1420	
TM35_000511440	TM35_000511440-t36_1	T. theileri isolate Edinburgh	NBCO01000051:100,367..101,377(+)	hypothetical protein	protein coding	Tth.51.1440	
TM35_000511450	TM35_000511450-t36_1	T. theileri isolate Edinburgh	NBCO01000051:106,210..107,070(+)	hypothetical protein	protein coding	Tth.51.1450	
TM35_000521010	TM35_000521010-t36_1	T. theileri isolate Edinburgh	NBCO01000052:2,149..2,493(+)	hypothetical protein	protein coding	Tth.52.1010	
TM35_000521020	TM35_000521020-t36_1	T. theileri isolate Edinburgh	NBCO01000052:4,047..4,631(+)	hypothetical protein	protein coding	Tth.52.1020	
TM35_000521030	TM35_000521030-t36_1	T. theileri isolate Edinburgh	NBCO01000052:5,901..6,809(+)	hypothetical protein	protein coding	Tth.52.1030	
TM35_000521040	TM35_000521040-t36_1	T. theileri isolate Edinburgh	NBCO01000052:7,639..8,529(+)	hypothetical protein	protein coding	Tth.52.1040	
TM35_000521060	TM35_000521060-t36_1	T. theileri isolate Edinburgh	NBCO01000052:10,711..11,625(+)	hypothetical protein	protein coding	Tth.52.1060	
TM35_000521080	TM35_000521080-t36_1	T. theileri isolate Edinburgh	NBCO01000052:14,553..15,659(+)	hypothetical protein	protein coding	Tth.52.1080	
TM35_000521090	TM35_000521090-t36_1	T. theileri isolate Edinburgh	NBCO01000052:16,954..17,313(+)	hypothetical protein	protein coding	Tth.52.1090	
TM35_000521130	TM35_000521130-t36_1	T. theileri isolate Edinburgh	NBCO01000052:23,751..24,839(+)	hypothetical protein	protein coding	Tth.52.1130	
TM35_000521150	TM35_000521150-t36_1	T. theileri isolate Edinburgh	NBCO01000052:28,837..29,661(+)	hypothetical protein	protein coding	Tth.52.1150	
TM35_000521170	TM35_000521170-t36_1	T. theileri isolate Edinburgh	NBCO01000052:31,953..32,588(+)	hypothetical protein	protein coding	Tth.52.1170	
TM35_000531060	TM35_000531060-t36_1	T. theileri isolate Edinburgh	NBCO01000053:13,347..14,405(+)	hypothetical protein	protein coding	Tth.53.1060	
TM35_000531080	TM35_000531080-t36_1	T. theileri isolate Edinburgh	NBCO01000053:17,020..18,078(+)	hypothetical protein	protein coding	Tth.53.1080	
TM35_000531090	TM35_000531090-t36_1	T. theileri isolate Edinburgh	NBCO01000053:20,930..21,346(+)	hypothetical protein	protein coding	Tth.53.1090	
TM35_000531140	TM35_000531140-t36_1	T. theileri isolate Edinburgh	NBCO01000053:32,335..33,048(+)	hypothetical protein	protein coding	Tth.53.1140	
TM35_000531150	TM35_000531150-t36_1	T. theileri isolate Edinburgh	NBCO01000053:36,347..37,408(+)	hypothetical protein	protein coding	Tth.53.1150	
TM35_000531170	TM35_000531170-t36_1	T. theileri isolate Edinburgh	NBCO01000053:40,196..41,092(+)	hypothetical protein	protein coding	Tth.53.1170	
TM35_000531190	TM35_000531190-t36_1	T. theileri isolate Edinburgh	NBCO01000053:44,184..44,891(+)	hypothetical protein	protein coding	Tth.53.1190	
TM35_000531230	TM35_000531230-t36_1	T. theileri isolate Edinburgh	NBCO01000053:51,387..51,884(+)	hypothetical protein	protein coding	Tth.53.1230	
TM35_000531250	TM35_000531250-t36_1	T. theileri isolate Edinburgh	NBCO01000053:54,462..55,580(+)	hypothetical protein	protein coding	Tth.53.1250	
TM35_000531290	TM35_000531290-t36_1	T. theileri isolate Edinburgh	NBCO01000053:61,614..62,618(+)	hypothetical protein	protein coding	Tth.53.1290	
TM35_000531300	TM35_000531300-t36_1	T. theileri isolate Edinburgh	NBCO01000053:63,649..64,401(+)	hypothetical protein	protein coding	Tth.53.1300	
TM35_000531350	TM35_000531350-t36_1	T. theileri isolate Edinburgh	NBCO01000053:71,089..71,967(+)	hypothetical protein	protein coding	Tth.53.1350	
TM35_000531360	TM35_000531360-t36_1	T. theileri isolate Edinburgh	NBCO01000053:74,846..75,943(+)	hypothetical protein	protein coding	Tth.53.1360	
TM35_000551070	TM35_000551070-t36_1	T. theileri isolate Edinburgh	NBCO01000055:17,330..18,196(+)	hypothetical protein	protein coding	Tth.55.1070	
TM35_000551090	TM35_000551090-t36_1	T. theileri isolate Edinburgh	NBCO01000055:20,863..21,699(+)	hypothetical protein	protein coding	Tth.55.1090	
TM35_000551100	TM35_000551100-t36_1	T. theileri isolate Edinburgh	NBCO01000055:22,467..22,763(+)	hypothetical protein	protein coding	Tth.55.1100	
TM35_000551120	TM35_000551120-t36_1	T. theileri isolate Edinburgh	NBCO01000055:24,323..25,045(+)	hypothetical protein	protein coding	Tth.55.1120	
TM35_000551150	TM35_000551150-t36_1	T. theileri isolate Edinburgh	NBCO01000055:29,906..30,805(+)	hypothetical protein	protein coding	Tth.55.1150	
TM35_000551160	TM35_000551160-t36_1	T. theileri isolate Edinburgh	NBCO01000055:31,915..32,859(+)	hypothetical protein	protein coding	Tth.55.1160	
TM35_000551180	TM35_000551180-t36_1	T. theileri isolate Edinburgh	NBCO01000055:35,074..36,222(+)	hypothetical protein	protein coding	Tth.55.1180	
TM35_000551200	TM35_000551200-t36_1	T. theileri isolate Edinburgh	NBCO01000055:38,694..39,629(+)	hypothetical protein	protein coding	Tth.55.1200	
TM35_000551210	TM35_000551210-t36_1	T. theileri isolate Edinburgh	NBCO01000055:40,854..41,903(+)	hypothetical protein	protein coding	Tth.55.1210	
TM35_000551230	TM35_000551230-t36_1	T. theileri isolate Edinburgh	NBCO01000055:44,559..45,323(+)	hypothetical protein	protein coding	Tth.55.1230	
TM35_000551240	TM35_000551240-t36_1	T. theileri isolate Edinburgh	NBCO01000055:46,370..47,392(+)	hypothetical protein	protein coding	Tth.55.1240	
TM35_000551250	TM35_000551250-t36_1	T. theileri isolate Edinburgh	NBCO01000055:48,419..49,420(+)	hypothetical protein	protein coding	Tth.55.1250	
TM35_000551270	TM35_000551270-t36_1	T. theileri isolate Edinburgh	NBCO01000055:51,670..52,410(+)	hypothetical protein	protein coding	Tth.55.1270	
TM35_000551290	TM35_000551290-t36_1	T. theileri isolate Edinburgh	NBCO01000055:54,688..55,626(+)	hypothetical protein	protein coding	Tth.55.1290	
TM35_000551300	TM35_000551300-t36_1	T. theileri isolate Edinburgh	NBCO01000055:56,471..57,460(+)	hypothetical protein	protein coding	Tth.55.1300	
TM35_000551310	TM35_000551310-t36_1	T. theileri isolate Edinburgh	NBCO01000055:58,032..58,856(+)	hypothetical protein	protein coding	Tth.55.1310	
TM35_000551360	TM35_000551360-t36_1	T. theileri isolate Edinburgh	NBCO01000055:69,948..70,583(+)	hypothetical protein	protein coding	Tth.55.1360	
TM35_000551380	TM35_000551380-t36_1	T. theileri isolate Edinburgh	NBCO01000055:73,088..74,107(+)	hypothetical protein	protein coding	Tth.55.1380	
TM35_000551390	TM35_000551390-t36_1	T. theileri isolate Edinburgh	NBCO01000055:75,157..76,131(+)	hypothetical protein	protein coding	Tth.55.1390	
TM35_000551410	TM35_000551410-t36_1	T. theileri isolate Edinburgh	NBCO01000055:78,484..79,647(+)	hypothetical protein	protein coding	Tth.55.1410	
TM35_000551420	TM35_000551420-t36_1	T. theileri isolate Edinburgh	NBCO01000055:80,408..81,733(+)	hypothetical protein	protein coding	Tth.55.1420	
TM35_000561010	TM35_000561010-t36_1	T. theileri isolate Edinburgh	NBCO01000056:8,282..9,130(-)	hypothetical protein	protein coding	Tth.56.1010	
TM35_000561020	TM35_000561020-t36_1	T. theileri isolate Edinburgh	NBCO01000056:9,976..10,935(-)	hypothetical protein	protein coding	Tth.56.1020	
TM35_000561030	TM35_000561030-t36_1	T. theileri isolate Edinburgh	NBCO01000056:11,791..12,885(-)	hypothetical protein	protein coding	Tth.56.1030	
TM35_000561050	TM35_000561050-t36_1	T. theileri isolate Edinburgh	NBCO01000056:15,773..16,123(-)	hypothetical protein	protein coding	Tth.56.1050	
TM35_000561070	TM35_000561070-t36_1	T. theileri isolate Edinburgh	NBCO01000056:18,708..19,697(-)	hypothetical protein	protein coding	Tth.56.1070	
TM35_000561080	TM35_000561080-t36_1	T. theileri isolate Edinburgh	NBCO01000056:22,933..23,784(-)	hypothetical protein	protein coding	Tth.56.1080	
TM35_000561120	TM35_000561120-t36_1	T. theileri isolate Edinburgh	NBCO01000056:39,226..40,200(-)	hypothetical protein	protein coding	Tth.56.1120	
TM35_000561130	TM35_000561130-t36_1	T. theileri isolate Edinburgh	NBCO01000056:41,051..41,920(-)	hypothetical protein	protein coding	Tth.56.1130	
TM35_000561150	TM35_000561150-t36_1	T. theileri isolate Edinburgh	NBCO01000056:44,109..45,071(-)	hypothetical protein	protein coding	Tth.56.1150	
TM35_000561170	TM35_000561170-t36_1	T. theileri isolate Edinburgh	NBCO01000056:51,050..51,970(-)	hypothetical protein	protein coding	Tth.56.1170	
TM35_000561210	TM35_000561210-t36_1	T. theileri isolate Edinburgh	NBCO01000056:58,841..59,647(-)	hypothetical protein	protein coding	Tth.56.1210	
TM35_000561220	TM35_000561220-t36_1	T. theileri isolate Edinburgh	NBCO01000056:60,439..61,494(-)	hypothetical protein	protein coding	Tth.56.1220	
TM35_000561260	TM35_000561260-t36_1	T. theileri isolate Edinburgh	NBCO01000056:73,646..74,458(-)	hypothetical protein	protein coding	Tth.56.1260	
TM35_000561270	TM35_000561270-t36_1	T. theileri isolate Edinburgh	NBCO01000056:75,788..76,933(-)	hypothetical protein	protein coding	Tth.56.1270	
TM35_000571000	TM35_000571000-t36_1	T. theileri isolate Edinburgh	NBCO01000057:4,649..5,563(-)	hypothetical protein	protein coding	Tth.57.1000	
TM35_000571020	TM35_000571020-t36_1	T. theileri isolate Edinburgh	NBCO01000057:8,035..8,826(-)	hypothetical protein	protein coding	Tth.57.1020	
TM35_000571030	TM35_000571030-t36_1	T. theileri isolate Edinburgh	NBCO01000057:9,679..10,599(-)	Titin	protein coding	Tth.57.1030	
TM35_000571040	TM35_000571040-t36_1	T. theileri isolate Edinburgh	NBCO01000057:10,619..11,305(-)	hypothetical protein	protein coding	Tth.57.1040	
TM35_000571070	TM35_000571070-t36_1	T. theileri isolate Edinburgh	NBCO01000057:15,908..16,330(-)	hypothetical protein	protein coding	Tth.57.1070	
TM35_000571080	TM35_000571080-t36_1	T. theileri isolate Edinburgh	NBCO01000057:18,146..19,075(-)	hypothetical protein	protein coding	Tth.57.1080	
TM35_000571100	TM35_000571100-t36_1	T. theileri isolate Edinburgh	NBCO01000057:21,205..22,125(-)	hypothetical protein	protein coding	Tth.57.1100	
TM35_000571120	TM35_000571120-t36_1	T. theileri isolate Edinburgh	NBCO01000057:27,151..28,035(-)	titin	protein coding	Tth.57.1120	
TM35_000571130	TM35_000571130-t36_1	T. theileri isolate Edinburgh	NBCO01000057:29,103..29,774(-)	hypothetical protein	protein coding	Tth.57.1130	
TM35_000571150	TM35_000571150-t36_1	T. theileri isolate Edinburgh	NBCO01000057:34,082..35,026(-)	hypothetical protein	protein coding	Tth.57.1150	
TM35_000571160	TM35_000571160-t36_1	T. theileri isolate Edinburgh	NBCO01000057:35,885..36,829(-)	hypothetical protein	protein coding	Tth.57.1160	
TM35_000571170	TM35_000571170-t36_1	T. theileri isolate Edinburgh	NBCO01000057:37,658..38,608(-)	hypothetical protein	protein coding	Tth.57.1170	
TM35_000571180	TM35_000571180-t36_1	T. theileri isolate Edinburgh	NBCO01000057:41,356..42,264(-)	hypothetical protein	protein coding	Tth.57.1180	
TM35_000571190	TM35_000571190-t36_1	T. theileri isolate Edinburgh	NBCO01000057:43,053..44,012(-)	hypothetical protein	protein coding	Tth.57.1190	
TM35_000571200	TM35_000571200-t36_1	T. theileri isolate Edinburgh	NBCO01000057:48,811..49,887(-)	hypothetical protein	protein coding	Tth.57.1200	
TM35_000571210	TM35_000571210-t36_1	T. theileri isolate Edinburgh	NBCO01000057:50,662..52,008(-)	hypothetical protein	protein coding	Tth.57.1210	
TM35_000571230	TM35_000571230-t36_1	T. theileri isolate Edinburgh	NBCO01000057:60,151..61,227(-)	titin	protein coding	Tth.57.1230	
TM35_000571270	TM35_000571270-t36_1	T. theileri isolate Edinburgh	NBCO01000057:70,047..70,943(-)	hypothetical protein	protein coding	Tth.57.1270	
TM35_000571280	TM35_000571280-t36_1	T. theileri isolate Edinburgh	NBCO01000057:72,275..73,090(-)	hypothetical protein	protein coding	Tth.57.1280	
TM35_000571290	TM35_000571290-t36_1	T. theileri isolate Edinburgh	NBCO01000057:81,363..81,779(-)	hypothetical protein	protein coding	Tth.57.1290	
TM35_000581010	TM35_000581010-t36_1	T. theileri isolate Edinburgh	NBCO01000058:2,806..3,657(-)	hypothetical protein	protein coding	Tth.58.1010	
TM35_000581030	TM35_000581030-t36_1	T. theileri isolate Edinburgh	NBCO01000058:6,719..7,555(-)	hypothetical protein	protein coding	Tth.58.1030	
TM35_000581040	TM35_000581040-t36_1	T. theileri isolate Edinburgh	NBCO01000058:8,380..9,096(-)	hypothetical protein	protein coding	Tth.58.1040	
TM35_000581060	TM35_000581060-t36_1	T. theileri isolate Edinburgh	NBCO01000058:11,018..11,302(-)	hypothetical protein	protein coding	Tth.58.1060	
TM35_000581070	TM35_000581070-t36_1	T. theileri isolate Edinburgh	NBCO01000058:13,765..14,625(-)	hypothetical protein	protein coding	Tth.58.1070	
TM35_000581080	TM35_000581080-t36_1	T. theileri isolate Edinburgh	NBCO01000058:17,409..18,437(-)	hypothetical protein	protein coding	Tth.58.1080	
TM35_000581090	TM35_000581090-t36_1	T. theileri isolate Edinburgh	NBCO01000058:19,027..19,779(-)	hypothetical protein	protein coding	Tth.58.1090	
TM35_000581110	TM35_000581110-t36_1	T. theileri isolate Edinburgh	NBCO01000058:27,554..28,396(-)	hypothetical protein	protein coding	Tth.58.1110	
TM35_000581140	TM35_000581140-t36_1	T. theileri isolate Edinburgh	NBCO01000058:33,250..34,194(-)	hypothetical protein	protein coding	Tth.58.1140	
TM35_000581160	TM35_000581160-t36_1	T. theileri isolate Edinburgh	NBCO01000058:37,001..38,359(-)	hypothetical protein	protein coding	Tth.58.1160	
TM35_000581170	TM35_000581170-t36_1	T. theileri isolate Edinburgh	NBCO01000058:39,106..39,972(-)	hypothetical protein	protein coding	Tth.58.1170	
TM35_000581180	TM35_000581180-t36_1	T. theileri isolate Edinburgh	NBCO01000058:41,031..41,624(-)	hypothetical protein	protein coding	Tth.58.1180	
TM35_000581220	TM35_000581220-t36_1	T. theileri isolate Edinburgh	NBCO01000058:48,505..49,476(-)	hypothetical protein	protein coding	Tth.58.1220	
TM35_000581240	TM35_000581240-t36_1	T. theileri isolate Edinburgh	NBCO01000058:53,928..54,791(-)	hypothetical protein	protein coding	Tth.58.1240	
TM35_000581250	TM35_000581250-t36_1	T. theileri isolate Edinburgh	NBCO01000058:55,858..56,772(-)	hypothetical protein	protein coding	Tth.58.1250	
TM35_000581270	TM35_000581270-t36_1	T. theileri isolate Edinburgh	NBCO01000058:59,815..60,207(-)	hypothetical protein	protein coding	Tth.58.1270	
TM35_000581280	TM35_000581280-t36_1	T. theileri isolate Edinburgh	NBCO01000058:63,806..64,588(-)	hypothetical protein	protein coding	Tth.58.1280	
TM35_000581290	TM35_000581290-t36_1	T. theileri isolate Edinburgh	NBCO01000058:65,472..66,446(-)	hypothetical protein	protein coding	Tth.58.1290	
TM35_000581310	TM35_000581310-t36_1	T. theileri isolate Edinburgh	NBCO01000058:69,411..70,319(-)	hypothetical protein	protein coding	Tth.58.1310	
TM35_000581320	TM35_000581320-t36_1	T. theileri isolate Edinburgh	NBCO01000058:71,206..72,033(-)	hypothetical protein	protein coding	Tth.58.1320	
TM35_000601040	TM35_000601040-t36_1	T. theileri isolate Edinburgh	NBCO01000060:5,029..5,397(-)	hypothetical protein	protein coding	Tth.60.1040	
TM35_000601060	TM35_000601060-t36_1	T. theileri isolate Edinburgh	NBCO01000060:9,124..10,089(-)	hypothetical protein	protein coding	Tth.60.1060	
TM35_000601080	TM35_000601080-t36_1	T. theileri isolate Edinburgh	NBCO01000060:12,739..13,623(-)	hypothetical protein	protein coding	Tth.60.1080	
TM35_000601090	TM35_000601090-t36_1	T. theileri isolate Edinburgh	NBCO01000060:14,558..15,595(-)	hypothetical protein	protein coding	Tth.60.1090	
TM35_000601100	TM35_000601100-t36_1	T. theileri isolate Edinburgh	NBCO01000060:16,877..17,461(-)	hypothetical protein	protein coding	Tth.60.1100	
TM35_000601120	TM35_000601120-t36_1	T. theileri isolate Edinburgh	NBCO01000060:19,694..20,704(-)	hypothetical protein	protein coding	Tth.60.1120	
TM35_000601130	TM35_000601130-t36_1	T. theileri isolate Edinburgh	NBCO01000060:21,691..22,671(-)	hypothetical protein	protein coding	Tth.60.1130	
TM35_000601140	TM35_000601140-t36_1	T. theileri isolate Edinburgh	NBCO01000060:23,505..24,443(-)	hypothetical protein	protein coding	Tth.60.1140	
TM35_000601150	TM35_000601150-t36_1	T. theileri isolate Edinburgh	NBCO01000060:31,024..31,617(-)	hypothetical protein	protein coding	Tth.60.1150	
TM35_000601170	TM35_000601170-t36_1	T. theileri isolate Edinburgh	NBCO01000060:34,217..35,194(-)	hypothetical protein	protein coding	Tth.60.1170	
TM35_000601180	TM35_000601180-t36_1	T. theileri isolate Edinburgh	NBCO01000060:36,016..37,230(-)	hypothetical protein	protein coding	Tth.60.1180	
TM35_000601210	TM35_000601210-t36_1	T. theileri isolate Edinburgh	NBCO01000060:41,849..42,598(-)	hypothetical protein	protein coding	Tth.60.1210	
TM35_000601270	TM35_000601270-t36_1	T. theileri isolate Edinburgh	NBCO01000060:49,832..50,737(-)	hypothetical protein	protein coding	Tth.60.1270	
TM35_000601280	TM35_000601280-t36_1	T. theileri isolate Edinburgh	NBCO01000060:51,262..51,906(-)	hypothetical protein	protein coding	Tth.60.1280	
TM35_000601290	TM35_000601290-t36_1	T. theileri isolate Edinburgh	NBCO01000060:52,875..53,993(-)	hypothetical protein	protein coding	Tth.60.1290	
TM35_000601310	TM35_000601310-t36_1	T. theileri isolate Edinburgh	NBCO01000060:58,282..58,992(-)	hypothetical protein	protein coding	Tth.60.1310	
TM35_000601340	TM35_000601340-t36_1	T. theileri isolate Edinburgh	NBCO01000060:63,659..64,603(-)	hypothetical protein	protein coding	Tth.60.1340	
TM35_000601350	TM35_000601350-t36_1	T. theileri isolate Edinburgh	NBCO01000060:65,583..65,831(-)	hypothetical protein	protein coding	Tth.60.1350	
TM35_000621000	TM35_000621000-t36_1	T. theileri isolate Edinburgh	NBCO01000062:3,667..4,491(+)	hypothetical protein	protein coding	Tth.62.1000	
TM35_000621020	TM35_000621020-t36_1	T. theileri isolate Edinburgh	NBCO01000062:6,923..7,903(+)	hypothetical protein	protein coding	Tth.62.1020	
TM35_000621030	TM35_000621030-t36_1	T. theileri isolate Edinburgh	NBCO01000062:8,706..9,671(+)	hypothetical protein	protein coding	Tth.62.1030	
TM35_000621070	TM35_000621070-t36_1	T. theileri isolate Edinburgh	NBCO01000062:23,974..24,960(+)	hypothetical protein	protein coding	Tth.62.1070	
TM35_000621090	TM35_000621090-t36_1	T. theileri isolate Edinburgh	NBCO01000062:30,764..31,741(+)	hypothetical protein	protein coding	Tth.62.1090	
TM35_000621100	TM35_000621100-t36_1	T. theileri isolate Edinburgh	NBCO01000062:32,887..33,783(+)	hypothetical protein	protein coding	Tth.62.1100	
TM35_000621120	TM35_000621120-t36_1	T. theileri isolate Edinburgh	NBCO01000062:36,808..37,719(+)	hypothetical protein	protein coding	Tth.62.1120	
TM35_000621140	TM35_000621140-t36_1	T. theileri isolate Edinburgh	NBCO01000062:42,440..43,036(+)	hypothetical protein	protein coding	Tth.62.1140	
TM35_000621150	TM35_000621150-t36_1	T. theileri isolate Edinburgh	NBCO01000062:43,876..44,931(+)	hypothetical protein	protein coding	Tth.62.1150	
TM35_000621170	TM35_000621170-t36_1	T. theileri isolate Edinburgh	NBCO01000062:48,103..48,930(+)	hypothetical protein	protein coding	Tth.62.1170	
TM35_000621180	TM35_000621180-t36_1	T. theileri isolate Edinburgh	NBCO01000062:49,756..50,649(+)	hypothetical protein	protein coding	Tth.62.1180	
TM35_000621200	TM35_000621200-t36_1	T. theileri isolate Edinburgh	NBCO01000062:53,090..54,310(+)	hypothetical protein	protein coding	Tth.62.1200	
TM35_000621210	TM35_000621210-t36_1	T. theileri isolate Edinburgh	NBCO01000062:55,206..56,105(+)	hypothetical protein	protein coding	Tth.62.1210	
TM35_000621230	TM35_000621230-t36_1	T. theileri isolate Edinburgh	NBCO01000062:58,430..59,395(+)	hypothetical protein	protein coding	Tth.62.1230	
TM35_000621240	TM35_000621240-t36_1	T. theileri isolate Edinburgh	NBCO01000062:60,231..61,331(+)	hypothetical protein	protein coding	Tth.62.1240	
TM35_000621250	TM35_000621250-t36_1	T. theileri isolate Edinburgh	NBCO01000062:62,745..63,185(+)	hypothetical protein	protein coding	Tth.62.1250	
TM35_000641030	TM35_000641030-t36_1	T. theileri isolate Edinburgh	NBCO01000064:10,921..11,208(-)	hypothetical protein	protein coding	Tth.64.1030	
TM35_000641050	TM35_000641050-t36_1	T. theileri isolate Edinburgh	NBCO01000064:13,287..14,327(-)	hypothetical protein	protein coding	Tth.64.1050	
TM35_000641070	TM35_000641070-t36_1	T. theileri isolate Edinburgh	NBCO01000064:16,862..17,710(-)	hypothetical protein	protein coding	Tth.64.1070	
TM35_000641080	TM35_000641080-t36_1	T. theileri isolate Edinburgh	NBCO01000064:18,549..19,499(-)	hypothetical protein	protein coding	Tth.64.1080	
TM35_000641090	TM35_000641090-t36_1	T. theileri isolate Edinburgh	NBCO01000064:21,883..22,845(-)	hypothetical protein	protein coding	Tth.64.1090	
TM35_000641120	TM35_000641120-t36_1	T. theileri isolate Edinburgh	NBCO01000064:28,293..29,234(-)	hypothetical protein	protein coding	Tth.64.1120	
TM35_000641140	TM35_000641140-t36_1	T. theileri isolate Edinburgh	NBCO01000064:33,725..34,606(-)	hypothetical protein	protein coding	Tth.64.1140	
TM35_000641160	TM35_000641160-t36_1	T. theileri isolate Edinburgh	NBCO01000064:38,055..38,789(-)	hypothetical protein	protein coding	Tth.64.1160	
TM35_000641180	TM35_000641180-t36_1	T. theileri isolate Edinburgh	NBCO01000064:41,550..42,455(-)	hypothetical protein	protein coding	Tth.64.1180	
TM35_000641200	TM35_000641200-t36_1	T. theileri isolate Edinburgh	NBCO01000064:44,430..45,458(-)	hypothetical protein	protein coding	Tth.64.1200	
TM35_000641220	TM35_000641220-t36_1	T. theileri isolate Edinburgh	NBCO01000064:47,580..48,596(-)	hypothetical protein	protein coding	Tth.64.1220	
TM35_000641230	TM35_000641230-t36_1	T. theileri isolate Edinburgh	NBCO01000064:49,833..50,810(-)	hypothetical protein	protein coding	Tth.64.1230	
TM35_000641260	TM35_000641260-t36_1	T. theileri isolate Edinburgh	NBCO01000064:55,577..56,572(-)	hypothetical protein	protein coding	Tth.64.1260	
TM35_000641270	TM35_000641270-t36_1	T. theileri isolate Edinburgh	NBCO01000064:57,920..58,321(-)	hypothetical protein	protein coding	Tth.64.1270	
TM35_000641300	TM35_000641300-t36_1	T. theileri isolate Edinburgh	NBCO01000064:65,104..66,162(-)	hypothetical protein	protein coding	Tth.64.1300	
TM35_000671000	TM35_000671000-t36_1	T. theileri isolate Edinburgh	NBCO01000067:2,146..3,231(-)	hypothetical protein	protein coding	Tth.67.1000	
TM35_000671010	TM35_000671010-t36_1	T. theileri isolate Edinburgh	NBCO01000067:4,307..5,257(-)	hypothetical protein	protein coding	Tth.67.1010	
TM35_000671020	TM35_000671020-t36_1	T. theileri isolate Edinburgh	NBCO01000067:6,083..7,102(-)	hypothetical protein	protein coding	Tth.67.1020	
TM35_000671050	TM35_000671050-t36_1	T. theileri isolate Edinburgh	NBCO01000067:11,217..12,209(-)	hypothetical protein	protein coding	Tth.67.1050	
TM35_000671060	TM35_000671060-t36_1	T. theileri isolate Edinburgh	NBCO01000067:13,447..14,535(-)	hypothetical protein	protein coding	Tth.67.1060	
TM35_000671070	TM35_000671070-t36_1	T. theileri isolate Edinburgh	NBCO01000067:14,691..15,569(-)	hypothetical protein	protein coding	Tth.67.1070	
TM35_000671080	TM35_000671080-t36_1	T. theileri isolate Edinburgh	NBCO01000067:16,393..17,457(-)	hypothetical protein	protein coding	Tth.67.1080	
TM35_000671090	TM35_000671090-t36_1	T. theileri isolate Edinburgh	NBCO01000067:18,236..19,195(-)	hypothetical protein	protein coding	Tth.67.1090	
TM35_000671100	TM35_000671100-t36_1	T. theileri isolate Edinburgh	NBCO01000067:19,949..20,959(-)	hypothetical protein	protein coding	Tth.67.1100	
TM35_000671120	TM35_000671120-t36_1	T. theileri isolate Edinburgh	NBCO01000067:23,350..24,255(-)	hypothetical protein	protein coding	Tth.67.1120	
TM35_000671130	TM35_000671130-t36_1	T. theileri isolate Edinburgh	NBCO01000067:25,133..26,083(-)	hypothetical protein	protein coding	Tth.67.1130	
TM35_000671140	TM35_000671140-t36_1	T. theileri isolate Edinburgh	NBCO01000067:26,690..27,631(-)	hypothetical protein	protein coding	Tth.67.1140	
TM35_000671160	TM35_000671160-t36_1	T. theileri isolate Edinburgh	NBCO01000067:35,044..35,658(-)	hypothetical protein	protein coding	Tth.67.1160	
TM35_000671180	TM35_000671180-t36_1	T. theileri isolate Edinburgh	NBCO01000067:38,243..39,199(-)	hypothetical protein	protein coding	Tth.67.1180	
TM35_000671190	TM35_000671190-t36_1	T. theileri isolate Edinburgh	NBCO01000067:40,006..41,154(-)	hypothetical protein	protein coding	Tth.67.1190	
TM35_000671220	TM35_000671220-t36_1	T. theileri isolate Edinburgh	NBCO01000067:51,591..52,256(-)	hypothetical protein	protein coding	Tth.67.1220	
TM35_000671230	TM35_000671230-t36_1	T. theileri isolate Edinburgh	NBCO01000067:54,684..55,133(-)	hypothetical protein	protein coding	Tth.67.1230	
TM35_000671240	TM35_000671240-t36_1	T. theileri isolate Edinburgh	NBCO01000067:57,662..58,795(-)	hypothetical protein	protein coding	Tth.67.1240	
TM35_000671260	TM35_000671260-t36_1	T. theileri isolate Edinburgh	NBCO01000067:61,404..62,168(-)	hypothetical protein	protein coding	Tth.67.1260	
TM35_000681020	TM35_000681020-t36_1	T. theileri isolate Edinburgh	NBCO01000068:5,751..6,764(+)	hypothetical protein	protein coding	Tth.68.1020	
TM35_000681030	TM35_000681030-t36_1	T. theileri isolate Edinburgh	NBCO01000068:7,802..8,875(+)	hypothetical protein	protein coding	Tth.68.1030	
