Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
TM35_000601360	TM35_000601360-t36_1	T. theileri isolate Edinburgh	NBCO01000060:67,925..68,884(-)	hypothetical protein	protein coding	Tth.60.1360	
TM35_000601370	TM35_000601370-t36_1	T. theileri isolate Edinburgh	NBCO01000060:69,681..70,472(-)	hypothetical protein	protein coding	Tth.60.1370	
TM35_000601380	TM35_000601380-t36_1	T. theileri isolate Edinburgh	NBCO01000060:71,098..71,928(-)	hypothetical protein	protein coding	Tth.60.1380	
TM35_000621010	TM35_000621010-t36_1	T. theileri isolate Edinburgh	NBCO01000062:5,255..6,349(+)	hypothetical protein	protein coding	Tth.62.1010	
TM35_000621080	TM35_000621080-t36_1	T. theileri isolate Edinburgh	NBCO01000062:28,134..28,940(+)	hypothetical protein	protein coding	Tth.62.1080	
TM35_000621110	TM35_000621110-t36_1	T. theileri isolate Edinburgh	NBCO01000062:34,474..35,637(+)	hypothetical protein	protein coding	Tth.62.1110	
TM35_000621160	TM35_000621160-t36_1	T. theileri isolate Edinburgh	NBCO01000062:45,566..46,894(+)	hypothetical protein	protein coding	Tth.62.1160	
TM35_000621220	TM35_000621220-t36_1	T. theileri isolate Edinburgh	NBCO01000062:56,790..57,869(+)	hypothetical protein	protein coding	Tth.62.1220	
TM35_000621260	TM35_000621260-t36_1	T. theileri isolate Edinburgh	NBCO01000062:63,882..64,271(+)	hypothetical protein	protein coding	Tth.62.1260	
TM35_000621280	TM35_000621280-t36_1	T. theileri isolate Edinburgh	NBCO01000062:67,966..68,985(+)	hypothetical protein	protein coding	Tth.62.1280	
TM35_000641040	TM35_000641040-t36_1	T. theileri isolate Edinburgh	NBCO01000064:11,768..12,592(-)	hypothetical protein	protein coding	Tth.64.1040	
TM35_000641060	TM35_000641060-t36_1	T. theileri isolate Edinburgh	NBCO01000064:14,892..16,046(-)	hypothetical protein	protein coding	Tth.64.1060	
TM35_000641100	TM35_000641100-t36_1	T. theileri isolate Edinburgh	NBCO01000064:23,376..24,527(-)	hypothetical protein	protein coding	Tth.64.1100	
TM35_000641110	TM35_000641110-t36_1	T. theileri isolate Edinburgh	NBCO01000064:26,828..27,616(-)	hypothetical protein	protein coding	Tth.64.1110	
TM35_000641130	TM35_000641130-t36_1	T. theileri isolate Edinburgh	NBCO01000064:31,670..32,491(-)	hypothetical protein	protein coding	Tth.64.1130	
TM35_000641150	TM35_000641150-t36_1	T. theileri isolate Edinburgh	NBCO01000064:36,338..36,646(-)	hypothetical protein	protein coding	Tth.64.1150	
TM35_000641170	TM35_000641170-t36_1	T. theileri isolate Edinburgh	NBCO01000064:40,151..40,849(-)	hypothetical protein	protein coding	Tth.64.1170	
TM35_000641210	TM35_000641210-t36_1	T. theileri isolate Edinburgh	NBCO01000064:45,960..46,895(-)	hypothetical protein	protein coding	Tth.64.1210	
TM35_000641250	TM35_000641250-t36_1	T. theileri isolate Edinburgh	NBCO01000064:54,012..54,899(-)	hypothetical protein	protein coding	Tth.64.1250	
TM35_000641280	TM35_000641280-t36_1	T. theileri isolate Edinburgh	NBCO01000064:60,617..61,855(-)	hypothetical protein	protein coding	Tth.64.1280	
TM35_000641290	TM35_000641290-t36_1	T. theileri isolate Edinburgh	NBCO01000064:62,931..63,377(-)	hypothetical protein	protein coding	Tth.64.1290	
TM35_000641310	TM35_000641310-t36_1	T. theileri isolate Edinburgh	NBCO01000064:66,692..67,894(-)	hypothetical protein	protein coding	Tth.64.1310	
TM35_000671030	TM35_000671030-t36_1	T. theileri isolate Edinburgh	NBCO01000067:7,673..8,611(-)	hypothetical protein	protein coding	Tth.67.1030	
TM35_000671040	TM35_000671040-t36_1	T. theileri isolate Edinburgh	NBCO01000067:9,220..10,287(-)	hypothetical protein	protein coding	Tth.67.1040	
TM35_000671110	TM35_000671110-t36_1	T. theileri isolate Edinburgh	NBCO01000067:21,527..22,420(-)	hypothetical protein	protein coding	Tth.67.1110	
TM35_000671170	TM35_000671170-t36_1	T. theileri isolate Edinburgh	NBCO01000067:36,539..37,447(-)	hypothetical protein	protein coding	Tth.67.1170	
TM35_000671200	TM35_000671200-t36_1	T. theileri isolate Edinburgh	NBCO01000067:44,272..45,402(-)	hypothetical protein	protein coding	Tth.67.1200	
TM35_000671250	TM35_000671250-t36_1	T. theileri isolate Edinburgh	NBCO01000067:59,353..60,306(-)	hypothetical protein	protein coding	Tth.67.1250	
TM35_000681010	TM35_000681010-t36_1	T. theileri isolate Edinburgh	NBCO01000068:1,364..1,711(+)	hypothetical protein	protein coding	Tth.68.1010	
TM35_000681050	TM35_000681050-t36_1	T. theileri isolate Edinburgh	NBCO01000068:13,664..14,494(+)	hypothetical protein	protein coding	Tth.68.1050	
TM35_000681130	TM35_000681130-t36_1	T. theileri isolate Edinburgh	NBCO01000068:31,238..32,548(+)	hypothetical protein	protein coding	Tth.68.1130	
TM35_000681180	TM35_000681180-t36_1	T. theileri isolate Edinburgh	NBCO01000068:40,100..40,576(+)	hypothetical protein	protein coding	Tth.68.1180	
TM35_000681200	TM35_000681200-t36_1	T. theileri isolate Edinburgh	NBCO01000068:44,529..45,557(+)	hypothetical protein	protein coding	Tth.68.1200	
TM35_000691140	TM35_000691140-t36_1	T. theileri isolate Edinburgh	NBCO01000069:55,908..56,168(-)	hypothetical protein	protein coding	Tth.69.1140	
TM35_000721200	TM35_000721200-t36_1	T. theileri isolate Edinburgh	NBCO01000072:54,111..55,175(-)	hypothetical protein	protein coding	Tth.72.1200	
TM35_000721210	TM35_000721210-t36_1	T. theileri isolate Edinburgh	NBCO01000072:55,767..56,543(-)	hypothetical protein	protein coding	Tth.72.1210	
TM35_000731050	TM35_000731050-t36_1	T. theileri isolate Edinburgh	NBCO01000073:23,030..23,830(-)	hypothetical protein	protein coding	Tth.73.1050	
TM35_000731130	TM35_000731130-t36_1	T. theileri isolate Edinburgh	NBCO01000073:36,746..37,801(-)	hypothetical protein	protein coding	Tth.73.1130	
TM35_000731160	TM35_000731160-t36_1	T. theileri isolate Edinburgh	NBCO01000073:41,897..43,033(-)	hypothetical protein	protein coding	Tth.73.1160	
TM35_000731190	TM35_000731190-t36_1	T. theileri isolate Edinburgh	NBCO01000073:51,438..51,950(-)	hypothetical protein	protein coding	Tth.73.1190	
TM35_000741000	TM35_000741000-t36_1	T. theileri isolate Edinburgh	NBCO01000074:739..2,010(+)	hypothetical protein	protein coding	Tth.74.1000	
TM35_000741040	TM35_000741040-t36_1	T. theileri isolate Edinburgh	NBCO01000074:10,933..12,042(+)	hypothetical protein	protein coding	Tth.74.1040	
TM35_000741090	TM35_000741090-t36_1	T. theileri isolate Edinburgh	NBCO01000074:24,875..25,717(+)	hypothetical protein	protein coding	Tth.74.1090	
TM35_000741100	TM35_000741100-t36_1	T. theileri isolate Edinburgh	NBCO01000074:26,396..27,451(+)	hypothetical protein	protein coding	Tth.74.1100	
TM35_000741120	TM35_000741120-t36_1	T. theileri isolate Edinburgh	NBCO01000074:31,861..32,886(+)	hypothetical protein	protein coding	Tth.74.1120	
TM35_000741150	TM35_000741150-t36_1	T. theileri isolate Edinburgh	NBCO01000074:39,422..40,627(+)	hypothetical protein	protein coding	Tth.74.1150	
TM35_000741160	TM35_000741160-t36_1	T. theileri isolate Edinburgh	NBCO01000074:41,240..42,088(+)	hypothetical protein	protein coding	Tth.74.1160	
TM35_000741190	TM35_000741190-t36_1	T. theileri isolate Edinburgh	NBCO01000074:46,872..47,465(+)	hypothetical protein	protein coding	Tth.74.1190	
TM35_000741220	TM35_000741220-t36_1	T. theileri isolate Edinburgh	NBCO01000074:52,535..52,951(+)	hypothetical protein	protein coding	Tth.74.1220	
TM35_000761010	TM35_000761010-t36_1	T. theileri isolate Edinburgh	NBCO01000076:2,441..3,505(+)	hypothetical protein	protein coding	Tth.76.1010	
TM35_000761030	TM35_000761030-t36_1	T. theileri isolate Edinburgh	NBCO01000076:9,683..10,717(+)	hypothetical protein	protein coding	Tth.76.1030	
TM35_000761050	TM35_000761050-t36_1	T. theileri isolate Edinburgh	NBCO01000076:19,241..20,086(+)	hypothetical protein	protein coding	Tth.76.1050	
TM35_000761130	TM35_000761130-t36_1	T. theileri isolate Edinburgh	NBCO01000076:43,326..44,294(+)	hypothetical protein	protein coding	Tth.76.1130	
TM35_000771020	TM35_000771020-t36_1	T. theileri isolate Edinburgh	NBCO01000077:3,893..4,999(-)	hypothetical protein	protein coding	Tth.77.1020	
TM35_000771060	TM35_000771060-t36_1	T. theileri isolate Edinburgh	NBCO01000077:10,875..11,924(-)	hypothetical protein	protein coding	Tth.77.1060	
TM35_000811040	TM35_000811040-t36_1	T. theileri isolate Edinburgh	NBCO01000081:12,477..13,592(+)	hypothetical protein	protein coding	Tth.81.1040	
TM35_000811070	TM35_000811070-t36_1	T. theileri isolate Edinburgh	NBCO01000081:30,839..32,017(+)	hypothetical protein	protein coding	Tth.81.1070	
TM35_000811100	TM35_000811100-t36_1	T. theileri isolate Edinburgh	NBCO01000081:36,973..37,392(+)	hypothetical protein	protein coding	Tth.81.1100	
TM35_000861040	TM35_000861040-t36_1	T. theileri isolate Edinburgh	NBCO01000086:28,748..29,719(-)	hypothetical protein	protein coding	Tth.86.1040	
TM35_000901010	TM35_000901010-t36_1	T. theileri isolate Edinburgh	NBCO01000090:7,354..8,691(-)	hypothetical protein	protein coding	Tth.90.1010	
TM35_000901030	TM35_000901030-t36_1	T. theileri isolate Edinburgh	NBCO01000090:10,949..12,382(-)	hypothetical protein	protein coding	Tth.90.1030	
TM35_000901050	TM35_000901050-t36_1	T. theileri isolate Edinburgh	NBCO01000090:15,344..16,108(-)	hypothetical protein	protein coding	Tth.90.1050	
TM35_000901110	TM35_000901110-t36_1	T. theileri isolate Edinburgh	NBCO01000090:25,820..27,088(-)	hypothetical protein	protein coding	Tth.90.1110	
TM35_000921010	TM35_000921010-t36_1	T. theileri isolate Edinburgh	NBCO01000092:6,170..6,508(-)	hypothetical protein	protein coding	Tth.92.1010	
TM35_000921030	TM35_000921030-t36_1	T. theileri isolate Edinburgh	NBCO01000092:8,943..9,533(-)	hypothetical protein	protein coding	Tth.92.1030	
TM35_000921050	TM35_000921050-t36_1	T. theileri isolate Edinburgh	NBCO01000092:17,102..17,878(-)	hypothetical protein	protein coding	Tth.92.1050	
TM35_000951050	TM35_000951050-t36_1	T. theileri isolate Edinburgh	NBCO01000095:9,686..10,825(-)	hypothetical protein	protein coding	Tth.95.1050	
TM35_000951080	TM35_000951080-t36_1	T. theileri isolate Edinburgh	NBCO01000095:15,146..15,937(-)	hypothetical protein	protein coding	Tth.95.1080	
TM35_000951120	TM35_000951120-t36_1	T. theileri isolate Edinburgh	NBCO01000095:25,679..26,608(-)	hypothetical protein	protein coding	Tth.95.1120	
TM35_000961000	TM35_000961000-t36_1	T. theileri isolate Edinburgh	NBCO01000096:3,267..4,193(+)	hypothetical protein	protein coding	Tth.96.1000	
TM35_000961070	TM35_000961070-t36_1	T. theileri isolate Edinburgh	NBCO01000096:21,293..22,318(+)	hypothetical protein	protein coding	Tth.96.1070	
TM35_000961090	TM35_000961090-t36_1	T. theileri isolate Edinburgh	NBCO01000096:24,429..24,821(+)	hypothetical protein	protein coding	Tth.96.1090	
TM35_000961110	TM35_000961110-t36_1	T. theileri isolate Edinburgh	NBCO01000096:26,126..26,686(+)	hypothetical protein	protein coding	Tth.96.1110	
TM35_000981050	TM35_000981050-t36_1	T. theileri isolate Edinburgh	NBCO01000098:9,253..9,768(+)	hypothetical protein	protein coding	Tth.98.1050	
TM35_000981060	TM35_000981060-t36_1	T. theileri isolate Edinburgh	NBCO01000098:10,581..11,945(+)	hypothetical protein	protein coding	Tth.98.1060	
TM35_000981100	TM35_000981100-t36_1	T. theileri isolate Edinburgh	NBCO01000098:17,738..18,796(+)	hypothetical protein	protein coding	Tth.98.1100	
TM35_000981110	TM35_000981110-t36_1	T. theileri isolate Edinburgh	NBCO01000098:20,675..21,604(+)	hypothetical protein	protein coding	Tth.98.1110	
TM35_001001040	TM35_001001040-t36_1	T. theileri isolate Edinburgh	NBCO01000100:12,767..13,669(+)	hypothetical protein	protein coding	Tth.100.1040	
TM35_001021000	TM35_001021000-t36_1	T. theileri isolate Edinburgh	NBCO01000102:2,416..3,495(+)	hypothetical protein	protein coding	Tth.102.1000	
TM35_001021020	TM35_001021020-t36_1	T. theileri isolate Edinburgh	NBCO01000102:5,955..6,989(+)	hypothetical protein	protein coding	Tth.102.1020	
TM35_001021080	TM35_001021080-t36_1	T. theileri isolate Edinburgh	NBCO01000102:17,354..17,887(+)	hypothetical protein	protein coding	Tth.102.1080	
TM35_001021110	TM35_001021110-t36_1	T. theileri isolate Edinburgh	NBCO01000102:24,705..25,727(+)	hypothetical protein	protein coding	Tth.102.1110	
TM35_001031010	TM35_001031010-t36_1	T. theileri isolate Edinburgh	NBCO01000103:13,402..14,250(-)	hypothetical protein	protein coding	Tth.103.1010	
TM35_001031060	TM35_001031060-t36_1	T. theileri isolate Edinburgh	NBCO01000103:20,617..21,105(-)	hypothetical protein	protein coding	Tth.103.1060	
TM35_001041040	TM35_001041040-t36_1	T. theileri isolate Edinburgh	NBCO01000104:13,781..14,419(+)	hypothetical protein	protein coding	Tth.104.1040	
TM35_001041070	TM35_001041070-t36_1	T. theileri isolate Edinburgh	NBCO01000104:18,498..19,577(+)	hypothetical protein	protein coding	Tth.104.1070	
TM35_001051090	TM35_001051090-t36_1	T. theileri isolate Edinburgh	NBCO01000105:22,489..23,382(+)	hypothetical protein	protein coding	Tth.105.1090	
TM35_001081030	TM35_001081030-t36_1	T. theileri isolate Edinburgh	NBCO01000108:6,310..7,179(+)	hypothetical protein	protein coding	Tth.108.1030	
TM35_001111020	TM35_001111020-t36_1	T. theileri isolate Edinburgh	NBCO01000111:3,610..4,311(+)	hypothetical protein	protein coding	Tth.111.1020	
TM35_001111040	TM35_001111040-t36_1	T. theileri isolate Edinburgh	NBCO01000111:8,102..9,112(+)	hypothetical protein	protein coding	Tth.111.1040	
TM35_001111100	TM35_001111100-t36_1	T. theileri isolate Edinburgh	NBCO01000111:20,436..21,338(+)	hypothetical protein	protein coding	Tth.111.1100	
TM35_001121010	TM35_001121010-t36_1	T. theileri isolate Edinburgh	NBCO01000112:3,499..4,257(-)	proteoglycan 4	protein coding	Tth.112.1010	
TM35_001121030	TM35_001121030-t36_1	T. theileri isolate Edinburgh	NBCO01000112:9,844..10,245(-)	hypothetical protein	protein coding	Tth.112.1030	
TM35_001121050	TM35_001121050-t36_1	T. theileri isolate Edinburgh	NBCO01000112:11,477..12,259(-)	hypothetical protein	protein coding	Tth.112.1050	
TM35_001121100	TM35_001121100-t36_1	T. theileri isolate Edinburgh	NBCO01000112:23,316..24,005(-)	hypothetical protein	protein coding	Tth.112.1100	
TM35_001141020	TM35_001141020-t36_1	T. theileri isolate Edinburgh	NBCO01000114:6,018..7,346(+)	hypothetical protein	protein coding	Tth.114.1020	
TM35_001141050	TM35_001141050-t36_1	T. theileri isolate Edinburgh	NBCO01000114:11,781..12,878(+)	hypothetical protein	protein coding	Tth.114.1050	
TM35_001141070	TM35_001141070-t36_1	T. theileri isolate Edinburgh	NBCO01000114:15,056..16,006(+)	hypothetical protein	protein coding	Tth.114.1070	
TM35_001151050	TM35_001151050-t36_1	T. theileri isolate Edinburgh	NBCO01000115:8,067..9,038(+)	hypothetical protein	protein coding	Tth.115.1050	
TM35_001151110	TM35_001151110-t36_1	T. theileri isolate Edinburgh	NBCO01000115:19,569..20,072(+)	hypothetical protein	protein coding	Tth.115.1110	
TM35_001161020	TM35_001161020-t36_1	T. theileri isolate Edinburgh	NBCO01000116:9,491..9,997(-)	hypothetical protein	protein coding	Tth.116.1020	
TM35_001161040	TM35_001161040-t36_1	T. theileri isolate Edinburgh	NBCO01000116:12,452..13,303(-)	hypothetical protein	protein coding	Tth.116.1040	
TM35_001221000	TM35_001221000-t36_1	T. theileri isolate Edinburgh	NBCO01000122:2,315..3,043(-)	hypothetical protein	protein coding	Tth.122.1000	
TM35_001221020	TM35_001221020-t36_1	T. theileri isolate Edinburgh	NBCO01000122:13,757..14,035(-)	hypothetical protein	protein coding	Tth.122.1020	
TM35_001221040	TM35_001221040-t36_1	T. theileri isolate Edinburgh	NBCO01000122:16,162..17,193(-)	hypothetical protein	protein coding	Tth.122.1040	
TM35_001231020	TM35_001231020-t36_1	T. theileri isolate Edinburgh	NBCO01000123:15,007..15,933(+)	hypothetical protein	protein coding	Tth.123.1020	
TM35_001271030	TM35_001271030-t36_1	T. theileri isolate Edinburgh	NBCO01000127:3,963..4,916(+)	hypothetical protein	protein coding	Tth.127.1030	
TM35_001281000	TM35_001281000-t36_1	T. theileri isolate Edinburgh	NBCO01000128:5,244..6,467(-)	hypothetical protein	protein coding	Tth.128.1000	
TM35_001331010	TM35_001331010-t36_1	T. theileri isolate Edinburgh	NBCO01000133:7,031..7,441(-)	hypothetical protein	protein coding	Tth.133.1010	
TM35_001371020	TM35_001371020-t36_1	T. theileri isolate Edinburgh	NBCO01000137:6,889..7,644(-)	hypothetical protein	protein coding	Tth.137.1020	
TM35_001381000	TM35_001381000-t36_1	T. theileri isolate Edinburgh	NBCO01000138:1,350..2,345(-)	hypothetical protein	protein coding	Tth.138.1000	
TM35_001391010	TM35_001391010-t36_1	T. theileri isolate Edinburgh	NBCO01000139:3,208..4,125(-)	hypothetical protein	protein coding	Tth.139.1010	
TM35_001391020	TM35_001391020-t36_1	T. theileri isolate Edinburgh	NBCO01000139:6,863..7,360(-)	hypothetical protein	protein coding	Tth.139.1020	
TM35_001401000	TM35_001401000-t36_1	T. theileri isolate Edinburgh	NBCO01000140:3,177..3,491(+)	hypothetical protein	protein coding	Tth.140.1000	
TM35_001401010	TM35_001401010-t36_1	T. theileri isolate Edinburgh	NBCO01000140:7,416..8,216(+)	hypothetical protein	protein coding	Tth.140.1010	
TM35_001491000	TM35_001491000-t36_1	T. theileri isolate Edinburgh	NBCO01000149:3,267..3,620(-)	hypothetical protein	protein coding	Tth.149.1000	
TM35_001491030	TM35_001491030-t36_1	T. theileri isolate Edinburgh	NBCO01000149:8,597..10,105(-)	hypothetical protein	protein coding	Tth.149.1030	
TM35_001501010	TM35_001501010-t36_1	T. theileri isolate Edinburgh	NBCO01000150:2,385..3,518(+)	hypothetical protein	protein coding	Tth.150.1010	
TM35_001501040	TM35_001501040-t36_1	T. theileri isolate Edinburgh	NBCO01000150:7,973..9,118(+)	hypothetical protein	protein coding	Tth.150.1040	
TM35_001531010	TM35_001531010-t36_1	T. theileri isolate Edinburgh	NBCO01000153:2,826..3,326(+)	hypothetical protein	protein coding	Tth.153.1010	
TM35_001531020	TM35_001531020-t36_1	T. theileri isolate Edinburgh	NBCO01000153:3,966..4,892(+)	hypothetical protein	protein coding	Tth.153.1020	
TM35_001561020	TM35_001561020-t36_1	T. theileri isolate Edinburgh	NBCO01000156:3,467..4,114(-)	hypothetical protein	protein coding	Tth.156.1020	
TM35_001791000	TM35_001791000-t36_1	T. theileri isolate Edinburgh	NBCO01000179:42..482(-)	hypothetical protein	protein coding	Tth.179.1000	
TM35_001791010	TM35_001791010-t36_1	T. theileri isolate Edinburgh	NBCO01000179:2,147..2,539(-)	hypothetical protein	protein coding	Tth.179.1010	
TM35_001961000	TM35_001961000-t36_1	T. theileri isolate Edinburgh	NBCO01000196:3,310..3,756(+)	hypothetical protein	protein coding	Tth.196.1000	
TM35_003191000	TM35_003191000-t36_1	T. theileri isolate Edinburgh	NBCO01000319:3..503(+)	hypothetical protein	protein coding	Tth.319.1000	
