[Gene ID],[Product Description],[CDS Length],[# TM Domains],sig_a,sig_b,sig_c,P_freq,S_freq,T_freq,ST_freq,gpi_site,gpi_pred,Peptide counts (unique),Score,Intensity,MS/MS count,prot_len
TM35_000123310,hypothetical protein,1236,0,4.0,0.91,0.99,0.0364963503649635,0.10218978102189781,0.06326034063260341,0.16545012165450124,383,100.0,3,27.487,6932700.0,7.0,412.0
TM35_000123320,hypothetical protein,1116,0,4.0,0.91,0.97,0.01881720430107527,0.10752688172043011,0.0913978494623656,0.1989247311827957,348,24.4,,,,,372.0
TM35_000123370,hypothetical protein,498,0,0.0,0.0,0.0,0.07272727272727272,0.14545454545454545,0.08484848484848485,0.2303030303030303,137,99.5,,,,,166.0
TM35_000123380,hypothetical protein,492,0,4.0,0.91,0.99,0.018404907975460124,0.06748466257668712,0.06134969325153374,0.12883435582822086,140,34.8,,,,,164.0
TM35_000123390,hypothetical protein,1206,0,4.0,0.9,0.98,0.03740648379052369,0.09725685785536159,0.0798004987531172,0.1770573566084788,376,100.0,8;1,130.9,42572000.0,35.0,402.0
TM35_000123400,hypothetical protein,1254,0,4.0,0.9,1.0,0.03597122302158273,0.09832134292565947,0.08872901678657075,0.18705035971223022,389,100.0,1,5.8389,636740.0,1.0,418.0
TM35_000131960,hypothetical protein,345,0,3.0,0.51,0.34,0.017391304347826087,0.043478260869565216,0.05217391304347826,0.09565217391304348,89,45.2,,,,,115.0
TM35_000151030,hypothetical protein,453,1,3.0,0.68,1.0,0.059602649006622516,0.11920529801324503,0.09271523178807947,0.2119205298013245,128,39.6,2,45.236000000000004,5077200.0,10.0,151.0
TM35_000151040,putative titin,891,1,4.0,0.93,1.0,0.12162162162162163,0.10810810810810811,0.13513513513513514,0.24324324324324326,271,100.0,7;1;0;0,73.42699999999999,31293000.0,25.0,297.0
TM35_000151050,hypothetical protein,1281,1,4.0,0.73,0.99,0.07511737089201878,0.09624413145539906,0.14084507042253522,0.23708920187793428,401,100.0,4,44.157,10217000.0,10.0,427.0
TM35_000151060,hypothetical protein,975,1,4.0,0.92,1.0,0.06172839506172839,0.10802469135802469,0.12962962962962962,0.23765432098765432,301,100.0,3,27.011,25302000.0,11.0,325.0
TM35_000151070,hypothetical protein,945,1,4.0,0.74,0.99,0.06369426751592357,0.14012738853503184,0.1178343949044586,0.25796178343949044,289,100.0,2;0,33.631,14213000.0,10.0,315.0
TM35_000151690,hypothetical protein,1092,1,4.0,0.86,1.0,0.11570247933884298,0.0881542699724518,0.09641873278236915,0.18457300275482094,338,100.0,8,64.696,117530000.0,26.0,364.0
TM35_000151700,hypothetical protein,867,1,4.0,0.71,0.99,0.06944444444444445,0.125,0.1527777777777778,0.2777777777777778,263,100.0,,,,,289.0
TM35_000151710,hypothetical protein,1020,1,4.0,0.77,1.0,0.10029498525073746,0.08849557522123894,0.11799410029498525,0.20648967551622419,314,0.0,4,28.004,57197000.0,13.0,340.0
TM35_000151740,hypothetical protein,924,1,3.0,0.67,0.99,0.07166123778501629,0.10749185667752444,0.10749185667752444,0.21498371335504887,282,100.0,,,,,308.0
TM35_000151750,hypothetical protein,927,1,4.0,0.93,1.0,0.06493506493506493,0.10064935064935066,0.14935064935064934,0.25,283,100.0,4,30.441,1593400.0,5.0,309.0
TM35_000151760,hypothetical protein,867,1,4.0,0.77,1.0,0.0798611111111111,0.11458333333333333,0.1284722222222222,0.24305555555555552,263,100.0,,,,,289.0
TM35_000151790,hypothetical protein,861,1,3.0,0.67,1.0,0.055944055944055944,0.15034965034965034,0.0944055944055944,0.24475524475524474,261,100.0,1,6.0154,959430.0,1.0,287.0
TM35_000151810,hypothetical protein,1371,1,4.0,0.75,1.0,0.07675438596491228,0.13157894736842105,0.11403508771929824,0.24561403508771928,433,100.0,,,,,457.0
TM35_000151820,hypothetical protein,918,0,0.0,0.0,0.0,0.07540983606557378,0.09836065573770492,0.12786885245901639,0.2262295081967213,280,99.6,2,25.203000000000003,3706500.0,3.0,306.0
TM35_000151830,hypothetical protein,480,1,4.0,0.9,1.0,0.08125,0.10625,0.08125,0.1875,135,42.5,1,6.8565,274480.0,1.0,160.0
TM35_000151840,hypothetical protein,795,1,4.0,0.8,1.0,0.056818181818181816,0.125,0.09090909090909091,0.2159090909090909,239,100.0,1,7.0467,1003300.0,1.0,265.0
TM35_000161510,hypothetical protein,528,1,4.0,0.85,0.99,0.11363636363636363,0.028409090909090908,0.0625,0.09090909090909091,156,45.2,,,,,176.0
TM35_000173280,hypothetical protein,1413,1,4.0,0.84,0.99,0.023404255319148935,0.04893617021276596,0.05531914893617021,0.10425531914893617,445,100.0,7,54.431999999999995,24827000.0,22.0,471.0
TM35_000181730,hypothetical protein,924,1,4.0,0.86,0.96,0.026058631921824105,0.035830618892508145,0.06514657980456026,0.10097719869706841,285,24.4,3,18.839000000000002,7499000.0,5.0,308.0
TM35_000181740,hypothetical protein,1098,1,4.0,0.77,0.96,0.02459016393442623,0.06284153005464481,0.07923497267759563,0.14207650273224043,335,99.9,5,52.626999999999995,26921000.0,16.0,366.0
TM35_000181750,hypothetical protein,1386,0,4.0,0.89,1.0,0.02386117136659436,0.028199566160520606,0.0368763557483731,0.0650759219088937,436,100.0,,,,,462.0
TM35_000201010,hypothetical protein,1365,0,4.0,0.72,0.98,0.015384615384615385,0.05274725274725275,0.03736263736263736,0.09010989010989011,431,100.0,,,,,455.0
TM35_000201020,Autotransporter beta-domain protein,1296,1,4.0,0.87,0.99,0.004640371229698376,0.027842227378190254,0.06496519721577726,0.09280742459396751,405,100.0,1,9.4303,709360.0,2.0,432.0
TM35_000251580,hypothetical protein,1377,1,4.0,0.84,1.0,0.03056768558951965,0.03711790393013101,0.028384279475982533,0.06550218340611354,433,100.0,,,,,459.0
TM35_000251720,hypothetical protein,1281,0,4.0,0.89,1.0,0.011737089201877934,0.04225352112676056,0.051643192488262914,0.09389671361502347,401,100.0,,,,,427.0
TM35_000262470,hypothetical protein,474,1,4.0,0.93,1.0,0.08280254777070063,0.08280254777070063,0.14012738853503184,0.2229299363057325,133,100.0,,,,,158.0
TM35_000262520,hypothetical protein,462,0,4.0,0.88,1.0,0.0718954248366013,0.09803921568627451,0.13071895424836602,0.22875816993464054,129,100.0,,,,,154.0
TM35_000281880,hypothetical protein,1443,0,4.0,0.88,0.99,0.014583333333333334,0.03125,0.06041666666666667,0.09166666666666667,454,100.0,,,,,481.0
TM35_000281900,hypothetical protein,1134,0,4.0,0.9,0.99,0.021220159151193633,0.06896551724137931,0.04774535809018567,0.11671087533156499,352,100.0,6,41.782,14105000.0,18.0,378.0
TM35_000281910,hypothetical protein,1275,1,4.0,0.91,0.94,0.01179245283018868,0.054245283018867926,0.04009433962264151,0.09433962264150944,399,99.9,,,,,425.0
TM35_000281950,hypothetical protein,1128,0,4.0,0.92,0.97,0.008,0.058666666666666666,0.048,0.10666666666666666,350,100.0,2,15.493,1948500.0,2.0,376.0
TM35_000301660,hypothetical protein,1194,0,4.0,0.8,0.96,0.022670025188916875,0.05037783375314862,0.07808564231738035,0.12846347607052896,372,100.0,,,,,398.0
TM35_000301710,hypothetical protein,1239,0,4.0,0.88,0.99,0.012135922330097087,0.05825242718446602,0.04854368932038835,0.10679611650485438,388,100.0,1,5.6907,499670.0,1.0,413.0
TM35_000301750,hypothetical protein,1281,0,4.0,0.76,0.93,0.02112676056338028,0.04929577464788732,0.03990610328638498,0.0892018779342723,401,100.0,14,133.82,156670000.0,66.0,427.0
TM35_000301760,hypothetical protein,1212,1,4.0,0.83,0.98,0.03225806451612903,0.04714640198511166,0.04714640198511166,0.09429280397022333,378,100.0,2,15.32,485800.0,2.0,404.0
TM35_000311500,hypothetical protein,723,0,4.0,0.95,1.0,0.025,0.07083333333333333,0.05416666666666667,0.125,213,100.0,6,64.446,50613000.0,39.0,241.0
TM35_000311510,hypothetical protein,795,0,4.0,0.92,1.0,0.030303030303030304,0.03409090909090909,0.07196969696969698,0.10606060606060606,233,100.0,10,70.789,50164000.0,28.0,265.0
TM35_000311520,hypothetical protein,843,1,4.0,0.94,1.0,0.02142857142857143,0.060714285714285714,0.04285714285714286,0.10357142857142856,252,100.0,8,58.143,28337000.0,16.0,281.0
TM35_000311530,hypothetical protein,1173,0,4.0,0.9,0.99,0.015384615384615385,0.08717948717948718,0.07948717948717948,0.16666666666666666,370,98.9,2,12.799000000000001,7842300.0,7.0,391.0
TM35_000311540,hypothetical protein,540,1,4.0,0.96,1.0,0.0111731843575419,0.05027932960893855,0.0893854748603352,0.13966480446927376,158,87.1,,,,,180.0
TM35_000311610,hypothetical protein,1185,0,4.0,0.93,1.0,0.030456852791878174,0.06345177664974619,0.06598984771573604,0.12944162436548223,369,100.0,,,,,395.0
TM35_000311620,hypothetical protein,1347,0,4.0,0.83,0.99,0.017857142857142856,0.05803571428571429,0.05133928571428571,0.109375,423,100.0,,,,,449.0
TM35_000311630,hypothetical protein,1482,1,4.0,0.94,1.0,0.036511156186612576,0.06288032454361055,0.08924949290060852,0.15212981744421905,468,100.0,,,,,494.0
TM35_000311640,hypothetical protein,342,0,4.0,0.9,1.0,0.008771929824561403,0.03508771929824561,0.07894736842105263,0.11403508771929824,92,95.7,,,,,114.0
TM35_000311650,hypothetical protein,1200,1,4.0,0.95,1.0,0.03759398496240601,0.06015037593984962,0.08521303258145363,0.14536340852130325,370,100.0,,,,,400.0
TM35_000311660,hypothetical protein,897,0,4.0,0.84,0.99,0.006711409395973154,0.07046979865771812,0.053691275167785234,0.12416107382550334,273,100.0,2,23.015,1138500.0,2.0,299.0
TM35_000311680,hypothetical protein,1143,1,4.0,0.85,0.98,0.031578947368421054,0.07368421052631578,0.0868421052631579,0.16052631578947368,351,100.0,,,,,381.0
TM35_000311690,hypothetical protein,864,0,4.0,0.92,1.0,0.020833333333333332,0.09375,0.059027777777777776,0.1527777777777778,263,100.0,,,,,288.0
TM35_000311700,hypothetical protein,1341,1,4.0,0.95,1.0,0.029082774049217,0.06487695749440715,0.08501118568232663,0.14988814317673377,427,39.6,,,,,447.0
TM35_000331580,hypothetical protein,1440,0,4.0,0.86,0.96,0.025052192066805846,0.05845511482254697,0.031315240083507306,0.08977035490605428,454,100.0,2,18.132,4373700.0,2.0,480.0
TM35_000331640,hypothetical protein,1320,0,4.0,0.9,1.0,0.022779043280182234,0.04555808656036447,0.05694760820045558,0.10250569476082005,414,100.0,,,,,440.0
TM35_000331730,hypothetical protein,1419,0,4.0,0.89,0.98,0.012711864406779662,0.059322033898305086,0.05084745762711865,0.11016949152542374,447,100.0,2,25.531,4693600.0,2.0,473.0
TM35_000332330,hypothetical protein,1275,0,0.0,0.0,0.0,0.02358490566037736,0.04245283018867924,0.04245283018867924,0.08490566037735849,399,99.7,3;1,40.219,3814600.0,3.0,425.0
TM35_000332380,hypothetical protein,1317,0,4.0,0.89,0.8,0.0136986301369863,0.0365296803652968,0.05251141552511415,0.08904109589041095,413,100.0,,,,,439.0
TM35_000332390,hypothetical protein,1395,0,4.0,0.85,0.97,0.015086206896551725,0.036637931034482756,0.04525862068965517,0.08189655172413793,438,100.0,,,,,465.0
TM35_000332400,hypothetical protein,1452,0,4.0,0.8,0.99,0.008281573498964804,0.033126293995859216,0.057971014492753624,0.09109730848861283,456,99.9,,,,,484.0
TM35_000351010,hypothetical protein,1371,1,4.0,0.85,0.95,0.017543859649122806,0.04824561403508772,0.041666666666666664,0.08991228070175439,429,99.9,,,,,457.0
TM35_000351030,hypothetical protein,1194,0,4.0,0.82,0.99,0.007537688442211055,0.03015075376884422,0.0728643216080402,0.10301507537688442,376,60.6,,,,,398.0
TM35_000351040,hypothetical protein,1455,0,3.0,0.4,0.03,0.022727272727272728,0.045454545454545456,0.047520661157024795,0.09297520661157024,458,99.9,5,31.228,5091500.0,5.0,485.0
TM35_000372130,excalibur domain-containing protein,1371,1,4.0,0.92,0.99,0.03070175438596491,0.039473684210526314,0.039473684210526314,0.07894736842105263,425,100.0,,,,,457.0
TM35_000401610,putative mucin-associated surface protein (MASP),897,0,0.0,0.0,0.0,0.08053691275167785,0.10067114093959731,0.06375838926174497,0.16442953020134227,278,34.8,,,,,299.0
TM35_000411690,putative mucin-associated surface protein (MASP),1536,0,0.0,0.0,0.0,0.05283757338551859,0.06653620352250489,0.08023483365949119,0.14677103718199608,490,1.4,,,,,512.0
TM35_000431020,hypothetical protein,897,1,4.0,0.92,1.0,0.08053691275167785,0.13087248322147652,0.12416107382550336,0.2550335570469799,273,100.0,,,,,299.0
TM35_000431040,hypothetical protein,759,1,0.0,0.0,0.0,0.08333333333333333,0.12301587301587301,0.17063492063492064,0.29365079365079366,227,99.4,1,14.015,4027600.0,18.0,253.0
TM35_000431070,hypothetical protein,867,1,4.0,0.77,1.0,0.0798611111111111,0.11805555555555555,0.12152777777777778,0.23958333333333331,263,100.0,3,29.679000000000002,11880000.0,11.0,289.0
TM35_000431080,hypothetical protein,951,1,4.0,0.92,1.0,0.07278481012658228,0.13291139240506328,0.13291139240506328,0.26582278481012656,291,100.0,4,50.294,52308000.0,18.0,317.0
TM35_000431090,hypothetical protein,1029,1,4.0,0.92,1.0,0.09064327485380116,0.11695906432748537,0.1286549707602339,0.24561403508771928,319,100.0,4,37.973,3674600.0,9.0,343.0
TM35_000432020,hypothetical protein,1386,1,4.0,0.84,0.79,0.010845986984815618,0.03036876355748373,0.04338394793926247,0.0737527114967462,435,100.0,,,,,462.0
TM35_000432060,hypothetical protein,1365,0,4.0,0.93,1.0,0.011013215859030838,0.039647577092511016,0.05286343612334802,0.09251101321585903,428,100.0,1,6.0341,4012700.0,1.0,455.0
TM35_000441070,hypothetical protein,1326,1,4.0,0.87,0.98,0.022675736961451247,0.034013605442176874,0.04081632653061224,0.07482993197278912,410,100.0,,,,,442.0
TM35_000451000,hypothetical protein,927,0,4.0,0.89,1.0,0.1038961038961039,0.11363636363636363,0.14285714285714285,0.2564935064935065,283,100.0,3,35.099000000000004,7030000.0,9.0,309.0
TM35_000451010,hypothetical protein,912,0,4.0,0.9,1.0,0.0891089108910891,0.12211221122112212,0.1419141914191419,0.264026402640264,278,100.0,4,41.086000000000006,7680800.0,5.0,304.0
TM35_000451020,hypothetical protein,1368,1,4.0,0.94,1.0,0.14725274725274726,0.1054945054945055,0.06373626373626373,0.16923076923076924,432,100.0,5,39.245,7125900.0,19.0,456.0
TM35_000451030,hypothetical protein,1035,0,0.0,0.0,0.0,0.0872093023255814,0.1308139534883721,0.09011627906976744,0.22093023255813954,319,99.8,5,47.5,10160000.0,16.0,345.0
TM35_000451040,hypothetical protein,969,1,4.0,0.9,1.0,0.07763975155279502,0.13043478260869565,0.12111801242236025,0.2515527950310559,297,100.0,,,,,323.0
TM35_000451050,hypothetical protein,909,1,4.0,0.93,1.0,0.059602649006622516,0.1390728476821192,0.11920529801324503,0.2582781456953642,277,100.0,1,8.0798,667700.0,1.0,303.0
TM35_000451070,hypothetical protein,903,0,4.0,0.89,1.0,0.08,0.17,0.11666666666666667,0.2866666666666667,275,100.0,5,81.35,28875000.0,18.0,301.0
TM35_000451080,hypothetical protein,963,0,4.0,0.89,1.0,0.09968847352024922,0.12461059190031153,0.08099688473520249,0.205607476635514,297,100.0,4,28.139,5765700.0,8.0,321.0
TM35_000451100,hypothetical protein,1041,1,3.0,0.7,1.0,0.06051873198847262,0.12680115273775217,0.13256484149855907,0.25936599423631124,322,60.6,2,16.666,4573400.0,3.0,347.0
TM35_000451110,hypothetical protein,696,0,4.0,0.86,1.0,0.07327586206896551,0.10775862068965517,0.11637931034482758,0.22413793103448276,209,10.1,1,7.0156,1608200.0,1.0,232.0
TM35_000451120,hypothetical protein,804,1,3.0,0.66,0.97,0.10486891385767791,0.10861423220973783,0.09363295880149813,0.20224719101123595,242,100.0,,,,,268.0
TM35_000451130,hypothetical protein,984,1,4.0,0.93,1.0,0.08256880733944955,0.1345565749235474,0.11926605504587157,0.25382262996941896,302,100.0,1,6.1747,394920.0,1.0,328.0
TM35_000451140,hypothetical protein,924,1,4.0,0.88,1.0,0.09120521172638436,0.11400651465798045,0.13680781758957655,0.250814332247557,282,100.0,,,,,308.0
TM35_000451150,hypothetical protein,945,1,4.0,0.93,1.0,0.07006369426751592,0.11464968152866242,0.12420382165605096,0.23885350318471338,289,100.0,,,,,315.0
TM35_000451160,hypothetical protein,1212,1,4.0,0.74,0.98,0.12406947890818859,0.08684863523573201,0.0967741935483871,0.18362282878411912,378,100.0,2,38.739000000000004,1781900.0,4.0,404.0
TM35_000451170,hypothetical protein,627,0,4.0,0.89,1.0,0.0625,0.16346153846153846,0.13942307692307693,0.3028846153846154,183,100.0,3,47.405,42333000.0,12.0,209.0
TM35_000451180,hypothetical protein,1017,0,4.0,0.9,1.0,0.07079646017699115,0.14749262536873156,0.09734513274336283,0.2448377581120944,318,92.6,,,,,339.0
TM35_000451190,hypothetical protein,462,1,4.0,0.88,1.0,0.07792207792207792,0.11688311688311688,0.09740259740259741,0.2142857142857143,131,24.4,4;1,36.275,20092000.0,6.0,154.0
TM35_000451200,hypothetical protein,1089,1,4.0,0.74,1.0,0.07458563535911603,0.13259668508287292,0.1464088397790055,0.27900552486187846,337,100.0,3,32.75,4650700.0,9.0,363.0
TM35_000451210,hypothetical protein,693,1,4.0,0.9,1.0,0.06956521739130435,0.09565217391304348,0.09130434782608696,0.18695652173913044,209,34.8,,,,,231.0
TM35_000451220,hypothetical protein,1002,0,4.0,0.91,1.0,0.13513513513513514,0.14114114114114115,0.13813813813813813,0.2792792792792793,308,100.0,2,19.803,1886200.0,3.0,334.0
TM35_000451230,hypothetical protein,882,1,4.0,0.72,0.95,0.06143344709897611,0.08873720136518772,0.10921501706484642,0.19795221843003413,268,100.0,,,,,294.0
TM35_000451240,hypothetical protein,966,1,4.0,0.93,1.0,0.06853582554517133,0.11838006230529595,0.1277258566978193,0.24610591900311524,296,100.0,2,42.986999999999995,6563100.0,6.0,322.0
TM35_000451250,hypothetical protein,495,2,4.0,0.88,1.0,0.042682926829268296,0.08536585365853659,0.042682926829268296,0.12804878048780488,141,100.0,,,,,165.0
TM35_000451260,hypothetical protein,846,1,4.0,0.79,1.0,0.08185053380782918,0.10676156583629894,0.11743772241992882,0.22419928825622776,256,100.0,,,,,282.0
TM35_000451270,hypothetical protein,828,0,4.0,0.74,1.0,0.08727272727272728,0.11636363636363636,0.13818181818181818,0.2545454545454545,250,99.9,2,52.167,13446000.0,13.0,276.0
TM35_000451280,hypothetical protein,789,0,4.0,0.92,1.0,0.0648854961832061,0.10687022900763359,0.13358778625954199,0.24045801526717558,237,100.0,,,,,263.0
TM35_000451290,hypothetical protein,1254,2,3.0,0.66,1.0,0.06235011990407674,0.08633093525179857,0.1510791366906475,0.23741007194244607,392,100.0,1,9.6891,627230.0,1.0,418.0
TM35_000451300,hypothetical protein,891,0,4.0,0.91,1.0,0.07094594594594594,0.11824324324324324,0.13513513513513514,0.2533783783783784,268,100.0,3,22.018,3039900.0,7.0,297.0
TM35_000451310,hypothetical protein,906,0,4.0,0.78,0.94,0.07308970099667775,0.1362126245847176,0.12624584717607973,0.26245847176079734,276,100.0,2,45.378,9998300.0,5.0,302.0
TM35_000451320,hypothetical protein,852,0,2.0,0.39,1.0,0.07420494699646643,0.15547703180212014,0.08833922261484099,0.24381625441696114,258,99.9,3,27.889,8519500.0,14.0,284.0
TM35_000451330,hypothetical protein,1044,0,0.0,0.0,0.0,0.08645533141210375,0.15273775216138327,0.1037463976945245,0.2564841498559078,318,99.6,3,77.585,3247500.0,6.0,348.0
TM35_000451340,hypothetical protein,993,0,4.0,0.82,1.0,0.10909090909090909,0.15454545454545454,0.13636363636363635,0.2909090909090909,305,100.0,4,34.797,10876000.0,17.0,331.0
TM35_000451350,hypothetical protein,900,1,4.0,0.88,1.0,0.0903010033444816,0.12040133779264214,0.10702341137123746,0.2274247491638796,274,100.0,,,,,300.0
TM35_000451360,hypothetical protein,1215,1,4.0,0.93,1.0,0.09900990099009901,0.11633663366336634,0.14108910891089108,0.25742574257425743,379,100.0,5,55.692,10286000.0,16.0,405.0
TM35_000451370,hypothetical protein,906,1,4.0,0.92,1.0,0.059800664451827246,0.12292358803986711,0.11960132890365449,0.2425249169435216,273,100.0,3,24.076999999999998,8375100.0,5.0,302.0
TM35_000451380,hypothetical protein,1044,1,4.0,0.75,0.95,0.08645533141210375,0.1642651296829971,0.12968299711815562,0.29394812680115273,322,100.0,7,69.277,9707900.0,18.0,348.0
TM35_000451390,hypothetical protein,564,0,0.0,0.0,0.0,0.06417112299465241,0.13903743315508021,0.1711229946524064,0.31016042780748665,162,99.9,3;1,34.986,6706900.0,15.0,188.0
TM35_000451400,hypothetical protein,780,0,3.0,0.42,0.99,0.09652509652509653,0.08494208494208494,0.08494208494208494,0.16988416988416988,236,100.0,,,,,260.0
TM35_000451410,hypothetical protein,990,0,4.0,0.92,1.0,0.11854103343465046,0.1094224924012158,0.1337386018237082,0.243161094224924,304,100.0,,,,,330.0
TM35_000451420,hypothetical protein,1020,1,4.0,0.84,0.99,0.06784660766961652,0.10619469026548672,0.10029498525073746,0.20648967551622419,314,100.0,2;0,17.2,2578200.0,3.0,340.0
TM35_000451430,hypothetical protein,1113,1,4.0,0.93,1.0,0.06756756756756757,0.10270270270270271,0.10270270270270271,0.20540540540540542,345,100.0,4,45.958999999999996,5572800.0,10.0,371.0
TM35_000451440,hypothetical protein,1023,0,4.0,0.91,1.0,0.07058823529411765,0.14411764705882352,0.10882352941176471,0.2529411764705882,315,100.0,5,37.417,7565400.0,11.0,341.0
TM35_000451450,hypothetical protein,975,0,4.0,0.91,1.0,0.06172839506172839,0.12037037037037036,0.12037037037037036,0.24074074074074073,299,100.0,7,96.363,61661000.0,27.0,325.0
TM35_000451460,hypothetical protein,1002,0,4.0,0.75,1.0,0.0960960960960961,0.11711711711711711,0.1111111111111111,0.22822822822822822,308,100.0,4,30.521,11644000.0,5.0,334.0
TM35_000451470,hypothetical protein,1158,0,4.0,0.92,1.0,0.12987012987012986,0.12207792207792208,0.12207792207792208,0.24415584415584415,360,100.0,6,53.074,20100000.0,25.0,386.0
TM35_000451510,hypothetical protein,789,0,0.0,0.0,0.0,0.08015267175572519,0.11450381679389313,0.1297709923664122,0.24427480916030533,237,99.6,4,41.653,19058000.0,12.0,263.0
TM35_000451540,hypothetical protein,1278,0,0.0,0.0,0.0,0.07764705882352942,0.1388235294117647,0.11764705882352941,0.2564705882352941,400,99.9,4,36.416,6777700.0,13.0,426.0
TM35_000451560,hypothetical protein,675,0,0.0,0.0,0.0,0.044444444444444446,0.12,0.15555555555555556,0.27555555555555555,205,92.6,,,,,225.0
TM35_000451570,hypothetical protein,1125,0,4.0,0.92,1.0,0.136,0.11733333333333333,0.112,0.22933333333333333,352,100.0,8,84.711,11830000.0,17.0,375.0
TM35_000451580,hypothetical protein,1227,0,0.0,0.0,0.0,0.07107843137254902,0.13725490196078433,0.15196078431372548,0.2892156862745098,383,99.3,,,,,409.0
TM35_000451590,hypothetical protein,1119,1,4.0,0.88,1.0,0.10723860589812333,0.14745308310991956,0.13136729222520108,0.2788203753351206,350,100.0,,,,,373.0
TM35_000451600,hypothetical protein,360,0,0.0,0.0,0.0,0.10084033613445378,0.19327731092436976,0.14285714285714285,0.33613445378151263,94,74.8,,,,,120.0
TM35_000451610,hypothetical protein,915,0,4.0,0.92,1.0,0.09868421052631579,0.14144736842105263,0.08223684210526316,0.2236842105263158,279,100.0,3,18.247,12235000.0,6.0,305.0
TM35_000451620,hypothetical protein,1068,0,4.0,0.78,0.98,0.11549295774647887,0.10985915492957747,0.10985915492957747,0.21971830985915494,330,100.0,5,60.123000000000005,14686000.0,23.0,356.0
TM35_000451630,hypothetical protein,1233,0,4.0,0.88,1.0,0.02195121951219512,0.09268292682926829,0.11951219512195121,0.2121951219512195,385,99.9,5;1,81.708,5255300.0,11.0,411.0
TM35_000451640,hypothetical protein,699,1,4.0,0.89,1.0,0.07296137339055794,0.12875536480686695,0.10300429184549356,0.2317596566523605,212,16.0,,,,,233.0
TM35_000451650,hypothetical protein,939,0,4.0,0.87,0.98,0.08974358974358974,0.1282051282051282,0.13141025641025642,0.2596153846153846,287,100.0,,,,,313.0
TM35_000451660,hypothetical protein,1017,0,4.0,0.91,1.0,0.10355029585798817,0.15976331360946747,0.1301775147928994,0.2899408284023669,313,100.0,,,,,339.0
TM35_000451670,hypothetical protein,1026,0,4.0,0.87,1.0,0.14076246334310852,0.14076246334310852,0.11143695014662756,0.25219941348973607,316,100.0,6;2,70.714,6515300.0,18.0,342.0
TM35_000451680,hypothetical protein,1263,1,3.0,0.66,0.99,0.07380952380952381,0.12142857142857143,0.11904761904761904,0.24047619047619045,395,100.0,,,,,421.0
TM35_000451690,hypothetical protein,966,1,4.0,0.76,0.99,0.07476635514018691,0.1308411214953271,0.07476635514018691,0.20560747663551399,296,100.0,3,33.476,20806000.0,13.0,322.0
TM35_000451700,hypothetical protein,987,0,4.0,0.94,1.0,0.0701219512195122,0.14329268292682926,0.0975609756097561,0.24085365853658536,303,100.0,3,40.808,3248100.0,13.0,329.0
TM35_000451710,hypothetical protein,1038,1,4.0,0.91,1.0,0.06358381502890173,0.1069364161849711,0.17341040462427745,0.28034682080924855,321,57.2,3,31.714000000000002,2875100.0,3.0,346.0
TM35_000451720,hypothetical protein,894,1,4.0,0.87,0.94,0.06734006734006734,0.12121212121212122,0.13131313131313133,0.25252525252525254,272,100.0,4;3,52.5,2680200.0,8.0,298.0
TM35_000451730,hypothetical protein,1065,0,4.0,0.78,1.0,0.10734463276836158,0.12994350282485875,0.12146892655367232,0.2514124293785311,329,100.0,,,,,355.0
TM35_000451740,hypothetical protein,1017,0,4.0,0.77,0.99,0.08579881656804733,0.09171597633136094,0.1242603550295858,0.21597633136094674,313,100.0,1,9.3409,1977400.0,5.0,339.0
TM35_000451750,hypothetical protein,891,0,4.0,0.93,0.98,0.08754208754208755,0.12457912457912458,0.13131313131313133,0.2558922558922559,276,99.9,,,,,297.0
TM35_000451760,hypothetical protein,786,1,4.0,0.8,1.0,0.07279693486590039,0.10727969348659004,0.13409961685823754,0.24137931034482757,236,100.0,2,30.178,6968600.0,3.0,262.0
TM35_000451770,hypothetical protein,909,0,4.0,0.92,1.0,0.08940397350993377,0.10596026490066225,0.152317880794702,0.2582781456953642,277,100.0,,,,,303.0
TM35_000451780,hypothetical protein,1032,0,4.0,0.92,1.0,0.07580174927113703,0.119533527696793,0.10495626822157435,0.22448979591836735,318,100.0,2,28.145,4792800.0,9.0,344.0
TM35_000451790,hypothetical protein,900,1,4.0,0.88,1.0,0.08361204013377926,0.14381270903010032,0.08695652173913043,0.23076923076923075,274,100.0,3,34.016,7445500.0,18.0,300.0
TM35_000451800,hypothetical protein,462,0,0.0,0.0,0.0,0.05844155844155844,0.14935064935064934,0.21428571428571427,0.36363636363636365,130,99.3,,,,,154.0
TM35_000451810,hypothetical protein,1005,1,4.0,0.81,1.0,0.0718562874251497,0.1437125748502994,0.11676646706586827,0.26047904191616766,309,100.0,,,,,335.0
TM35_000461780,hypothetical protein,1392,0,4.0,0.9,0.99,0.019438444924406047,0.03455723542116631,0.04967602591792657,0.08423326133909287,438,100.0,,,,,464.0
TM35_000471000,hypothetical protein,453,0,0.0,0.0,0.0,0.04666666666666667,0.17333333333333334,0.17333333333333334,0.3466666666666667,125,99.2,,,,,151.0
TM35_000471020,hypothetical protein,834,0,0.0,0.0,0.0,0.06498194945848375,0.12274368231046931,0.1299638989169675,0.2527075812274368,252,98.9,,,,,278.0
TM35_000471030,hypothetical protein,927,1,4.0,0.93,1.0,0.09740259740259741,0.11688311688311688,0.1038961038961039,0.2207792207792208,283,100.0,2,32.044000000000004,2051900.0,2.0,309.0
